language,crawl_date,0
cy,20200504,1
cy,20200505,3
cy,20200508,10
cy,20200512,2
cy,20200515,13
cy,20200516,8
cy,20200517,18
cy,20200518,2
cy,20200522,23
cy,20200523,20
cy,20200526,1
cy,20200529,20
cy,20200530,1
cy,20200611,2
cy,20200612,42
cy,20200616,2
cy,20200617,140
cy,20200618,57
cy,20200624,2
cy,20200625,51
cy,20200706,13
cy,20200707,22
cy,20200714,5
cy,20200717,31
cy,20200718,3
cy,20200720,2
cy,20200722,9
cy,20200723,11
cy,20200727,12
cy,20200728,48
cy,20200805,2
cy,20200806,142
cy,20200807,5
cy,20200810,44
cy,20200811,4
cy,20200812,3
cy,20200824,25
cy,20200825,3
cy,20200831,4
cy,20200907,17
cy,20200908,2
cy,20200923,37
cy,20200925,1
cy,20201002,20
cy,20201003,48
cy,20201021,4
cy,20201023,51
cy,20201024,14
cy,20201027,60
cy,20201104,2
cy,20201105,1
cy,20201116,2
cy,20201117,2
cy,20201118,4
cy,20201123,13
cy,20201124,16
cy,20201202,83
cy,20201212,1
cy,20201216,41
cy,20201217,19
cy,20201218,2
cy,20201219,11
cy,20201222,60
cy,20201223,8
cy,20201224,6
cy,20210114,6
cy,20210115,1
cy,20210129,2
cy,20210130,180
cy,20210203,1
cy,20210222,1
cy,20210223,8
cy,20210225,54
cy,20210226,55
cy,20210305,11
cy,20210306,2
cy,20210309,88
cy,20210315,5
cy,20210319,6
cy,20210320,1
cy,20210402,12
cy,20210403,16
cy,20210412,1
cy,20210413,37
cy,20210422,59
cy,20210423,37
cy,20210424,2
cy,20210516,2
cy,20210517,1
cy,20210528,64
cy,20210620,59
cy,20210621,24
cy,20210628,2
cy,20210701,168
cy,20210702,222
cy,20210703,34
cy,20210704,2
cy,20210705,2
cy,20210712,21
cy,20210713,91
cy,20210714,187
cy,20210715,195
cy,20210716,33
cy,20210724,22
da,20200221,213
da,20200222,686
da,20200223,69
da,20200224,160
da,20200225,326
da,20200226,405
da,20200228,5
da,20200229,1
da,20200301,2
da,20200305,36
da,20200306,18
da,20200307,6
da,20200308,2
da,20200309,8
da,20200310,20
da,20200314,216
da,20200315,1163
da,20200316,3219
da,20200317,2664
da,20200318,3
da,20200319,48
da,20200320,147
da,20200321,527
da,20200322,221
da,20200323,171
da,20200324,368
da,20200325,140
da,20200326,90
da,20200327,143
da,20200328,1287
da,20200329,145
da,20200330,431
da,20200331,247
da,20200401,10
da,20200402,68
da,20200403,304
da,20200404,220
da,20200405,131
da,20200406,9
da,20200407,34
da,20200408,67
da,20200409,174
da,20200410,170
da,20200411,119
da,20200412,109
da,20200413,64
da,20200414,118
da,20200415,87
da,20200416,48
da,20200417,37
da,20200418,64
da,20200419,105
da,20200420,174
da,20200421,39
da,20200422,19
da,20200423,21
da,20200424,1914
da,20200425,1590
da,20200426,28
da,20200429,72
da,20200430,150
da,20200501,107
da,20200502,271
da,20200503,101
da,20200504,5
da,20200505,30
da,20200506,40
da,20200507,47
da,20200508,569
da,20200509,1245
da,20200510,393
da,20200511,251
da,20200512,406
da,20200513,158
da,20200514,7
da,20200515,29
da,20200516,12
da,20200517,4
da,20200518,4
da,20200522,56
da,20200523,41
da,20200526,4
da,20200529,185
da,20200601,1
da,20200604,4
da,20200606,1
da,20200607,1
da,20200608,2
da,20200611,34
da,20200612,140
da,20200615,2
da,20200616,3
da,20200617,22
da,20200618,45
da,20200620,1
da,20200622,1
da,20200624,19
da,20200625,197
da,20200626,73
da,20200701,9
da,20200706,20
da,20200707,22
da,20200708,1
da,20200713,1
da,20200714,4
da,20200715,13
da,20200716,1
da,20200717,36
da,20200718,28
da,20200720,17
da,20200721,17
da,20200722,38
da,20200723,174
da,20200724,120
da,20200725,6
da,20200727,79
da,20200728,445
da,20200729,7
da,20200731,3
da,20200803,1
da,20200805,31
da,20200806,276
da,20200807,19
da,20200810,270
da,20200811,5
da,20200812,14
da,20200824,102
da,20200825,6
da,20200828,1
da,20200831,11
da,20200907,51
da,20200908,5
da,20200923,82
da,20200925,7
da,20201002,50
da,20201003,159
da,20201007,2
da,20201008,6
da,20201009,6
da,20201015,3
da,20201016,2
da,20201017,3
da,20201021,12
da,20201023,130
da,20201024,76
da,20201026,4
da,20201027,327
da,20201028,111
da,20201102,2
da,20201103,3
da,20201104,24
da,20201105,179
da,20201116,21
da,20201117,10
da,20201118,3
da,20201123,71
da,20201124,135
da,20201130,2
da,20201201,2
da,20201202,37
da,20201203,23
da,20201211,1
da,20201216,82
da,20201217,49
da,20201218,43
da,20201219,29
da,20201221,41
da,20201222,301
da,20201223,120
da,20201224,7
da,20210114,68
da,20210115,75
da,20210129,14
da,20210130,341
da,20210131,248
da,20210201,180
da,20210203,49
da,20210204,27
da,20210215,4
da,20210216,6
da,20210217,1
da,20210218,1
da,20210222,2
da,20210223,1
da,20210225,75
da,20210226,117
da,20210301,7
da,20210303,1
da,20210305,4
da,20210306,34
da,20210308,20
da,20210309,152
da,20210310,123
da,20210311,2
da,20210315,5
da,20210316,3
da,20210319,97
da,20210320,6
da,20210402,69
da,20210403,42
da,20210406,2
da,20210407,3
da,20210412,53
da,20210413,410
da,20210414,32
da,20210415,16
da,20210422,132
da,20210423,76
da,20210424,42
da,20210426,1
da,20210516,8
da,20210517,3
da,20210518,383
da,20210528,181
da,20210619,1
da,20210620,74
da,20210621,39
da,20210628,11
da,20210701,254
da,20210702,1133
da,20210703,123
da,20210704,118
da,20210705,100
da,20210706,106
da,20210707,73
da,20210708,48
da,20210712,3
da,20210716,50
da,20210717,1
da,20210723,2
de,20200221,733
de,20200222,1390
de,20200223,2211
de,20200224,1158
de,20200225,1300
de,20200226,990
de,20200228,1
de,20200229,1
de,20200305,434
de,20200306,538
de,20200307,69
de,20200308,3
de,20200309,37
de,20200310,125
de,20200314,1278
de,20200315,8778
de,20200316,5317
de,20200317,2492
de,20200318,15
de,20200319,176
de,20200320,430
de,20200321,2266
de,20200322,1790
de,20200323,2176
de,20200324,3256
de,20200325,2843
de,20200326,627
de,20200327,1102
de,20200328,3193
de,20200329,2379
de,20200330,2771
de,20200331,506
de,20200401,121
de,20200402,261
de,20200403,3942
de,20200404,6735
de,20200405,1621
de,20200406,156
de,20200407,572
de,20200408,518
de,20200409,1752
de,20200410,2484
de,20200411,2031
de,20200412,1330
de,20200413,346
de,20200414,567
de,20200415,569
de,20200416,251
de,20200417,236
de,20200418,1951
de,20200419,2809
de,20200420,2040
de,20200421,956
de,20200422,18
de,20200423,41
de,20200424,3546
de,20200425,366
de,20200426,55
de,20200429,3615
de,20200430,2061
de,20200501,142
de,20200502,1528
de,20200503,1551
de,20200504,2609
de,20200505,3476
de,20200506,3028
de,20200507,500
de,20200508,337
de,20200509,1812
de,20200510,3518
de,20200511,126
de,20200512,111
de,20200513,30
de,20200514,3
de,20200515,159
de,20200516,1688
de,20200517,1230
de,20200518,162
de,20200522,406
de,20200523,1167
de,20200524,1035
de,20200525,198
de,20200526,906
de,20200527,932
de,20200528,1
de,20200529,18
de,20200602,2
de,20200611,1
de,20200612,29
de,20200616,8
de,20200617,219
de,20200618,194
de,20200620,1
de,20200622,2
de,20200624,294
de,20200625,947
de,20200626,37
de,20200629,2
de,20200702,2
de,20200706,5
de,20200707,8
de,20200708,2
de,20200714,1
de,20200715,99
de,20200716,124
de,20200717,511
de,20200718,6200
de,20200719,5302
de,20200720,5912
de,20200721,2760
de,20200722,144
de,20200723,676
de,20200724,1077
de,20200725,747
de,20200727,47
de,20200728,172
de,20200729,49
de,20200730,1
de,20200805,135
de,20200806,1404
de,20200807,401
de,20200808,12
de,20200810,60
de,20200811,137
de,20200812,28
de,20200813,25
de,20200824,61
de,20200825,42
de,20200903,155
de,20200904,187
de,20200907,35
de,20200908,20
de,20200923,75
de,20200925,43
de,20201001,1
de,20201002,8
de,20201003,38
de,20201007,45
de,20201008,516
de,20201009,10
de,20201010,1
de,20201015,419
de,20201016,2362
de,20201017,1750
de,20201018,2585
de,20201019,2943
de,20201020,2278
de,20201021,73
de,20201022,11
de,20201023,395
de,20201024,3991
de,20201025,1486
de,20201026,10
de,20201027,2551
de,20201028,185
de,20201029,24
de,20201104,196
de,20201105,270
de,20201106,1
de,20201116,900
de,20201117,2595
de,20201118,1275
de,20201119,1147
de,20201120,949
de,20201121,1021
de,20201123,17
de,20201124,19
de,20201130,6
de,20201201,19
de,20201202,821
de,20201203,3
de,20201211,1098
de,20201212,1861
de,20201216,18
de,20201217,114
de,20201218,211
de,20201219,1962
de,20201220,497
de,20201221,268
de,20201222,1937
de,20201223,516
de,20201224,711
de,20201225,537
de,20201226,518
de,20210113,80
de,20210114,18
de,20210129,359
de,20210130,2760
de,20210131,135
de,20210202,5
de,20210203,140
de,20210215,1282
de,20210216,2529
de,20210218,1
de,20210222,16
de,20210223,4
de,20210225,112
de,20210226,61
de,20210301,3
de,20210305,824
de,20210306,10831
de,20210307,7883
de,20210308,12010
de,20210309,12276
de,20210310,11807
de,20210315,110
de,20210316,18
de,20210319,454
de,20210320,7002
de,20210321,3931
de,20210322,4116
de,20210323,3199
de,20210324,2675
de,20210402,53
de,20210403,148
de,20210404,1419
de,20210405,4248
de,20210406,2851
de,20210412,408
de,20210413,6929
de,20210414,2625
de,20210415,2709
de,20210416,2796
de,20210417,3352
de,20210418,3916
de,20210419,2382
de,20210422,352
de,20210423,491
de,20210424,253
de,20210426,4
de,20210516,724
de,20210517,430
de,20210518,1
de,20210528,45
de,20210620,94
de,20210621,19
de,20210701,673
de,20210702,970
de,20210703,914
de,20210704,343
de,20210705,12
de,20210706,120
de,20210712,5
de,20210716,1060
de,20210717,745
de,20210730,542
de,20210731,566
de,20210801,114
de,20210802,15
de,20210803,18
de,20210804,23
el,20200221,79
el,20200222,393
el,20200223,226
el,20200224,488
el,20200225,499
el,20200226,338
el,20200305,6
el,20200306,22
el,20200307,11
el,20200309,2
el,20200310,6
el,20200314,9
el,20200315,113
el,20200316,48
el,20200317,80
el,20200319,31
el,20200320,8
el,20200321,65
el,20200322,169
el,20200323,92
el,20200324,61
el,20200325,53
el,20200326,62
el,20200327,8
el,20200328,54
el,20200329,25
el,20200330,64
el,20200331,177
el,20200402,3
el,20200403,47
el,20200404,215
el,20200405,24
el,20200406,15
el,20200407,38
el,20200408,9
el,20200409,134
el,20200410,89
el,20200411,378
el,20200412,46
el,20200413,104
el,20200414,76
el,20200415,37
el,20200416,6
el,20200417,6
el,20200418,21
el,20200419,49
el,20200420,182
el,20200421,104
el,20200422,16
el,20200423,35
el,20200424,193
el,20200425,82
el,20200426,34
el,20200429,6
el,20200430,27
el,20200501,19
el,20200502,86
el,20200503,35
el,20200504,3
el,20200505,22
el,20200506,40
el,20200507,44
el,20200508,15
el,20200509,74
el,20200510,80
el,20200511,117
el,20200512,105
el,20200513,29
el,20200515,12
el,20200516,6
el,20200518,2
el,20200522,5
el,20200523,7
el,20200526,2
el,20200529,1
el,20200616,12
el,20200617,46
el,20200618,73
el,20200619,2
el,20200620,1
el,20200715,2
el,20200717,2
el,20200720,1
el,20200722,30
el,20200723,186
el,20200724,126
el,20200725,8
el,20200727,7
el,20200728,2
el,20200729,3
el,20200805,40
el,20200806,26
el,20200810,12
el,20200811,5
el,20200812,4
el,20200824,30
el,20200825,9
el,20200907,8
el,20200908,30
el,20200923,7
el,20200925,5
el,20201007,2
el,20201008,3
el,20201009,16
el,20201016,774
el,20201017,1
el,20201023,2
el,20201024,6
el,20201026,5
el,20201027,156
el,20201028,11
el,20201105,1
el,20201116,13
el,20201124,1
el,20201130,12
el,20201202,43
el,20201203,25
el,20201212,2
el,20201218,4
el,20201219,52
el,20201221,24
el,20201222,184
el,20201223,25
el,20201224,25
el,20210129,25
el,20210130,69
el,20210131,34
el,20210203,3
el,20210204,6
el,20210205,3
el,20210215,24
el,20210216,57
el,20210225,2
el,20210301,3
el,20210305,1
el,20210306,38
el,20210308,5
el,20210309,145
el,20210310,116
el,20210315,1
el,20210316,1
el,20210318,1
el,20210319,12
el,20210320,44
el,20210402,1
el,20210412,22
el,20210413,143
el,20210414,94
el,20210415,36
el,20210422,10
el,20210423,45
el,20210424,52
el,20210516,3
el,20210517,1
el,20210518,1
el,20210620,1
el,20210701,8
el,20210702,2
el,20210712,1
el,20210716,1
el,20210717,1
en,20200221,6665
en,20200222,25901
en,20200223,24177
en,20200224,19972
en,20200225,14359
en,20200226,9366
en,20200227,55
en,20200228,1415
en,20200229,626
en,20200301,680
en,20200305,5026
en,20200306,34693
en,20200307,11866
en,20200308,7597
en,20200309,1861
en,20200310,6607
en,20200312,1
en,20200314,9674
en,20200315,93269
en,20200316,46646
en,20200317,36849
en,20200318,2406
en,20200319,7913
en,20200320,15479
en,20200321,47750
en,20200322,47459
en,20200323,38964
en,20200324,50846
en,20200325,35824
en,20200326,6172
en,20200327,21808
en,20200328,38558
en,20200329,26919
en,20200330,47013
en,20200331,22451
en,20200401,3882
en,20200402,9865
en,20200403,18765
en,20200404,35842
en,20200405,11334
en,20200406,2952
en,20200407,23403
en,20200408,17896
en,20200409,57110
en,20200410,81619
en,20200411,83677
en,20200412,64312
en,20200413,33641
en,20200414,46801
en,20200415,9369
en,20200416,9023
en,20200417,14082
en,20200418,23616
en,20200419,49581
en,20200420,50283
en,20200421,28777
en,20200422,12916
en,20200423,6301
en,20200424,27962
en,20200425,20947
en,20200426,14094
en,20200427,6026
en,20200428,7125
en,20200429,4599
en,20200430,16342
en,20200501,15809
en,20200502,21975
en,20200503,8781
en,20200504,9488
en,20200505,16006
en,20200506,10627
en,20200507,8511
en,20200508,7913
en,20200509,23436
en,20200510,14301
en,20200511,10296
en,20200512,4252
en,20200513,4396
en,20200514,40
en,20200515,3825
en,20200516,14626
en,20200517,8379
en,20200518,6141
en,20200519,2832
en,20200520,447
en,20200522,2341
en,20200523,15036
en,20200524,5103
en,20200525,5716
en,20200526,5372
en,20200527,3347
en,20200528,26
en,20200529,975
en,20200530,864
en,20200531,72
en,20200602,540
en,20200603,30
en,20200604,1513
en,20200605,6705
en,20200606,5710
en,20200607,4853
en,20200608,4938
en,20200609,4371
en,20200610,227
en,20200611,12
en,20200612,3871
en,20200613,7838
en,20200614,4686
en,20200615,4330
en,20200616,4019
en,20200617,19661
en,20200618,17052
en,20200619,1401
en,20200620,18
en,20200622,958
en,20200623,2918
en,20200624,1301
en,20200625,7740
en,20200626,4998
en,20200627,3301
en,20200628,3519
en,20200629,3703
en,20200630,3241
en,20200701,124
en,20200702,1056
en,20200703,945
en,20200704,88
en,20200706,341
en,20200707,1344
en,20200708,198
en,20200710,200
en,20200714,101
en,20200715,4792
en,20200716,7643
en,20200717,1982
en,20200718,8398
en,20200719,1
en,20200720,12050
en,20200721,13816
en,20200722,11403
en,20200723,20031
en,20200724,11353
en,20200725,6382
en,20200726,3027
en,20200727,10752
en,20200728,51512
en,20200729,19558
en,20200730,12235
en,20200731,6933
en,20200801,6619
en,20200802,2922
en,20200803,2571
en,20200804,7
en,20200805,3936
en,20200806,35801
en,20200807,16410
en,20200808,7931
en,20200809,7184
en,20200810,8194
en,20200811,5261
en,20200812,1074
en,20200813,1228
en,20200814,125
en,20200815,8
en,20200824,3398
en,20200825,8012
en,20200826,2886
en,20200827,3117
en,20200828,1361
en,20200831,22
en,20200901,2
en,20200903,40
en,20200904,22
en,20200907,3493
en,20200908,2844
en,20200909,2
en,20200918,12
en,20200921,11
en,20200923,5812
en,20200924,10621
en,20200925,6202
en,20200926,1889
en,20201001,1796
en,20201002,4461
en,20201003,5959
en,20201005,6
en,20201007,235
en,20201008,3930
en,20201009,3504
en,20201010,2209
en,20201015,1001
en,20201016,6246
en,20201017,11434
en,20201018,10161
en,20201019,1110
en,20201020,1250
en,20201021,1438
en,20201022,814
en,20201023,1430
en,20201024,3608
en,20201025,2478
en,20201026,550
en,20201027,58187
en,20201028,16133
en,20201029,8004
en,20201030,3762
en,20201031,1292
en,20201102,560
en,20201103,3121
en,20201104,1582
en,20201105,8304
en,20201106,243
en,20201116,1667
en,20201117,3741
en,20201118,5091
en,20201119,1734
en,20201120,1392
en,20201121,1463
en,20201122,13
en,20201123,1001
en,20201124,4909
en,20201125,1
en,20201126,2
en,20201130,773
en,20201201,607
en,20201202,22475
en,20201203,4654
en,20201204,9607
en,20201205,9560
en,20201206,8981
en,20201210,1
en,20201211,639
en,20201212,2123
en,20201216,557
en,20201217,793
en,20201218,15022
en,20201219,100702
en,20201220,23144
en,20201221,7822
en,20201222,66674
en,20201223,18847
en,20201224,41118
en,20201225,17691
en,20201226,15568
en,20201227,14746
en,20201228,4126
en,20201230,8
en,20210113,825
en,20210114,982
en,20210115,80
en,20210121,17
en,20210122,2
en,20210126,200
en,20210127,294
en,20210129,7491
en,20210130,63653
en,20210131,19747
en,20210201,14653
en,20210202,8460
en,20210203,8825
en,20210204,2671
en,20210205,4447
en,20210206,2658
en,20210210,165
en,20210215,7833
en,20210216,15507
en,20210217,3034
en,20210218,2677
en,20210219,1
en,20210221,61
en,20210222,484
en,20210223,3579
en,20210224,18
en,20210225,848
en,20210226,1225
en,20210228,3
en,20210301,212
en,20210302,152
en,20210305,1541
en,20210306,13069
en,20210307,6400
en,20210308,11154
en,20210309,40035
en,20210310,15848
en,20210311,1575
en,20210315,2709
en,20210316,2594
en,20210318,9
en,20210319,2974
en,20210320,6582
en,20210321,1668
en,20210322,632
en,20210323,191
en,20210324,249
en,20210402,632
en,20210403,369
en,20210404,112
en,20210405,322
en,20210406,206
en,20210407,8
en,20210412,6186
en,20210413,98012
en,20210414,67930
en,20210415,39786
en,20210416,19705
en,20210417,14662
en,20210418,8453
en,20210419,2416
en,20210422,3856
en,20210423,11581
en,20210424,5817
en,20210425,79
en,20210427,45
en,20210516,3128
en,20210517,5651
en,20210518,862
en,20210519,163
en,20210528,1110
en,20210529,698
en,20210620,628
en,20210621,146
en,20210628,128
en,20210701,12264
en,20210702,36113
en,20210703,32232
en,20210704,22468
en,20210705,14913
en,20210706,619
en,20210707,1
en,20210712,1605
en,20210713,2220
en,20210714,2554
en,20210715,953
en,20210716,1308
en,20210717,1335
en,20210723,488
en,20210724,121
en,20210726,14
en,20210730,461
en,20210731,959
en,20210801,553
en,20210802,497
en,20210803,2
en,20210804,1
es,20200221,2403
es,20200222,11863
es,20200223,15878
es,20200224,1880
es,20200225,1860
es,20200226,1858
es,20200227,67
es,20200228,143
es,20200229,1
es,20200301,2
es,20200305,109
es,20200306,284
es,20200307,288
es,20200309,174
es,20200310,347
es,20200314,242
es,20200315,4187
es,20200316,1733
es,20200317,2288
es,20200318,234
es,20200319,676
es,20200320,406
es,20200321,2064
es,20200322,3980
es,20200323,3491
es,20200324,3204
es,20200325,1593
es,20200326,2071
es,20200327,794
es,20200328,1884
es,20200329,1276
es,20200330,2091
es,20200331,2608
es,20200401,404
es,20200402,1004
es,20200403,1319
es,20200404,2964
es,20200405,1173
es,20200406,291
es,20200407,980
es,20200408,1236
es,20200409,6290
es,20200410,12562
es,20200411,7908
es,20200412,2336
es,20200413,1410
es,20200414,940
es,20200415,285
es,20200416,297
es,20200417,537
es,20200418,64
es,20200419,811
es,20200420,646
es,20200421,900
es,20200422,27
es,20200423,20
es,20200424,681
es,20200425,439
es,20200426,86
es,20200427,5
es,20200429,75
es,20200430,260
es,20200501,160
es,20200502,889
es,20200503,566
es,20200504,15
es,20200505,23
es,20200506,41
es,20200507,63
es,20200508,347
es,20200509,2925
es,20200510,3332
es,20200511,4110
es,20200512,2561
es,20200513,980
es,20200514,185
es,20200515,63
es,20200516,73
es,20200517,14
es,20200518,3
es,20200522,163
es,20200523,190
es,20200524,2
es,20200526,5
es,20200527,1
es,20200529,378
es,20200530,4
es,20200602,14
es,20200605,2
es,20200607,1
es,20200609,1
es,20200612,695
es,20200613,630
es,20200614,548
es,20200615,544
es,20200616,413
es,20200617,874
es,20200618,1042
es,20200619,3
es,20200620,1
es,20200622,2
es,20200624,52
es,20200625,284
es,20200626,23
es,20200703,1
es,20200706,190
es,20200707,309
es,20200708,30
es,20200710,58
es,20200714,2
es,20200715,70
es,20200716,125
es,20200717,361
es,20200718,534
es,20200719,1
es,20200720,13
es,20200721,13
es,20200722,229
es,20200723,620
es,20200724,294
es,20200725,286
es,20200727,152
es,20200728,1760
es,20200729,2379
es,20200730,1
es,20200801,1
es,20200803,2
es,20200804,2
es,20200805,216
es,20200806,725
es,20200807,15
es,20200810,1230
es,20200811,362
es,20200812,184
es,20200813,6
es,20200814,1
es,20200824,1056
es,20200825,238
es,20200828,2
es,20200831,28
es,20200901,21
es,20200907,836
es,20200908,133
es,20200923,2704
es,20200924,3671
es,20200925,10
es,20201001,177
es,20201002,706
es,20201003,2432
es,20201004,1
es,20201007,60
es,20201008,577
es,20201009,65
es,20201010,40
es,20201015,3
es,20201016,4
es,20201017,1
es,20201021,237
es,20201022,57
es,20201023,1088
es,20201024,1986
es,20201026,32
es,20201027,2305
es,20201028,93
es,20201104,4
es,20201105,142
es,20201116,296
es,20201117,133
es,20201118,1
es,20201123,264
es,20201124,1619
es,20201130,47
es,20201201,1
es,20201202,94
es,20201203,24
es,20201211,2
es,20201212,15
es,20201216,862
es,20201217,1724
es,20201218,146
es,20201219,2316
es,20201220,1439
es,20201221,199
es,20201222,2625
es,20201223,103
es,20201224,180
es,20210113,5
es,20210114,251
es,20210115,472
es,20210116,1
es,20210121,84
es,20210122,62
es,20210126,1
es,20210129,489
es,20210130,2797
es,20210131,617
es,20210203,231
es,20210204,34
es,20210205,6
es,20210215,1157
es,20210216,1495
es,20210217,1
es,20210225,729
es,20210226,4056
es,20210301,3
es,20210305,29
es,20210306,198
es,20210308,12
es,20210309,789
es,20210310,116
es,20210315,8
es,20210316,11
es,20210318,7
es,20210319,242
es,20210320,44
es,20210402,521
es,20210403,1601
es,20210404,260
es,20210405,797
es,20210406,473
es,20210412,318
es,20210413,3534
es,20210414,4002
es,20210415,525
es,20210422,3112
es,20210423,27303
es,20210424,10291
es,20210516,272
es,20210517,275
es,20210518,1
es,20210528,2416
es,20210529,1
es,20210619,32
es,20210620,865
es,20210621,1041
es,20210628,94
es,20210701,393
es,20210702,478
es,20210703,422
es,20210704,767
es,20210705,249
es,20210706,183
es,20210712,609
es,20210713,1877
es,20210714,2351
es,20210715,1405
es,20210716,676
es,20210717,110
es,20210804,60
et,20200221,52
et,20200222,45
et,20200223,9
et,20200224,18
et,20200225,5
et,20200226,2
et,20200305,8
et,20200306,39
et,20200307,8
et,20200309,1
et,20200310,8
et,20200314,145
et,20200315,2096
et,20200316,3014
et,20200317,84
et,20200318,38
et,20200319,86
et,20200320,61
et,20200321,377
et,20200322,440
et,20200323,478
et,20200324,193
et,20200325,181
et,20200326,144
et,20200327,37
et,20200328,136
et,20200329,43
et,20200330,52
et,20200331,250
et,20200401,1
et,20200402,128
et,20200403,337
et,20200404,494
et,20200405,163
et,20200406,5
et,20200407,26
et,20200408,39
et,20200409,117
et,20200410,192
et,20200411,114
et,20200412,108
et,20200413,62
et,20200414,25
et,20200415,11
et,20200416,7
et,20200417,9
et,20200418,979
et,20200419,923
et,20200420,1059
et,20200421,274
et,20200422,80
et,20200423,1175
et,20200424,514
et,20200425,45
et,20200426,8
et,20200428,11
et,20200429,21
et,20200430,14
et,20200501,23
et,20200502,840
et,20200503,55
et,20200504,3
et,20200505,1
et,20200508,5
et,20200509,98
et,20200511,1
et,20200515,3
et,20200516,26
et,20200517,2
et,20200522,1
et,20200523,1
et,20200529,17
et,20200530,66
et,20200531,8
et,20200604,2
et,20200607,61
et,20200610,2
et,20200611,2
et,20200612,3
et,20200617,17
et,20200618,7
et,20200624,12
et,20200626,2
et,20200706,1
et,20200714,2
et,20200715,7
et,20200716,8
et,20200717,2
et,20200718,11
et,20200720,1
et,20200721,1
et,20200722,29
et,20200723,488
et,20200724,668
et,20200725,37
et,20200727,5
et,20200728,9
et,20200729,1
et,20200805,19
et,20200806,222
et,20200810,306
et,20200811,239
et,20200812,2
et,20200824,20
et,20200825,10
et,20200907,1
et,20200908,4
et,20200923,7
et,20200925,1
et,20201003,5
et,20201008,1
et,20201009,3
et,20201010,2
et,20201016,123
et,20201017,33
et,20201021,3
et,20201023,4
et,20201024,114
et,20201026,2
et,20201027,741
et,20201028,24
et,20201029,26
et,20201030,6
et,20201104,3
et,20201105,2
et,20201116,36
et,20201117,4
et,20201118,3
et,20201119,1
et,20201123,17
et,20201124,3
et,20201130,5
et,20201202,39
et,20201203,23
et,20201216,2
et,20201218,79
et,20201219,637
et,20201220,4
et,20201221,20
et,20201222,772
et,20201223,106
et,20201224,48
et,20210114,1
et,20210115,2
et,20210129,72
et,20210130,1399
et,20210131,1389
et,20210215,27
et,20210216,33
et,20210226,1
et,20210305,2
et,20210306,192
et,20210309,44
et,20210315,13
et,20210319,19
et,20210412,31
et,20210413,967
et,20210414,122
et,20210415,15
et,20210422,12
et,20210423,47
et,20210424,151
et,20210516,4
et,20210517,5
et,20210701,103
et,20210702,10
et,20210705,16
et,20210716,2
eu,20200221,29
eu,20200222,132
eu,20200223,19
eu,20200224,14
eu,20200225,7
eu,20200226,20
eu,20200305,16
eu,20200306,109
eu,20200307,53
eu,20200309,10
eu,20200310,53
eu,20200314,46
eu,20200315,510
eu,20200316,223
eu,20200317,203
eu,20200318,24
eu,20200319,18
eu,20200320,32
eu,20200321,215
eu,20200322,157
eu,20200323,99
eu,20200324,123
eu,20200325,76
eu,20200326,17
eu,20200327,34
eu,20200328,153
eu,20200329,23
eu,20200330,73
eu,20200331,43
eu,20200401,1
eu,20200402,32
eu,20200403,87
eu,20200404,101
eu,20200405,27
eu,20200406,18
eu,20200407,92
eu,20200408,45
eu,20200409,267
eu,20200410,289
eu,20200411,420
eu,20200412,255
eu,20200413,61
eu,20200414,50
eu,20200415,15
eu,20200416,26
eu,20200417,20
eu,20200418,21
eu,20200419,38
eu,20200420,165
eu,20200421,70
eu,20200422,16
eu,20200423,35
eu,20200424,142
eu,20200425,73
eu,20200426,35
eu,20200428,1
eu,20200429,10
eu,20200430,27
eu,20200501,22
eu,20200502,42
eu,20200503,13
eu,20200504,3
eu,20200505,23
eu,20200506,40
eu,20200507,45
eu,20200508,18
eu,20200509,73
eu,20200510,80
eu,20200511,118
eu,20200512,105
eu,20200513,28
eu,20200515,12
eu,20200516,6
eu,20200518,3
eu,20200522,4
eu,20200523,9
eu,20200526,2
eu,20200529,3
eu,20200604,1
eu,20200611,9
eu,20200612,6
eu,20200617,36
eu,20200618,65
eu,20200624,10
eu,20200625,11
eu,20200715,2
eu,20200717,6
eu,20200718,10
eu,20200720,2
eu,20200722,4
eu,20200723,13
eu,20200725,11
eu,20200727,10
eu,20200728,620
eu,20200805,1
eu,20200806,62
eu,20200807,1
eu,20200810,3
eu,20200811,12
eu,20200812,1
eu,20200824,6
eu,20200825,15
eu,20200907,1
eu,20200908,5
eu,20200923,10
eu,20200924,1
eu,20200925,5
eu,20201003,4
eu,20201008,324
eu,20201009,3
eu,20201023,25
eu,20201024,80
eu,20201027,137
eu,20201116,2
eu,20201123,1
eu,20201202,3
eu,20201212,1
eu,20201218,3
eu,20201219,1710
eu,20201220,3
eu,20201221,3
eu,20201222,97
eu,20201223,23
eu,20201224,32
eu,20210129,10
eu,20210130,129
eu,20210131,29
eu,20210215,11
eu,20210216,28
eu,20210225,12
eu,20210226,3
eu,20210306,1
eu,20210309,37
eu,20210315,10
eu,20210316,33
eu,20210319,1
eu,20210402,1
eu,20210412,4
eu,20210413,93
eu,20210414,50
eu,20210415,12
eu,20210422,21
eu,20210423,340
eu,20210424,67
eu,20210516,1
eu,20210518,485
eu,20210620,1
eu,20210701,7
eu,20210702,7
eu,20210712,1
eu,20210716,2
eu,20210717,1
fa,20200221,6
fa,20200222,110
fa,20200223,4
fa,20200224,11
fa,20200225,55
